id,작성일,제목,가족형태,공간,평수구간,스타일,세부공사,분야,작업,예산,조회,스크랩,좋아요,댓글,url
1551,2022-01-13,숲을 들인 오피스텔에서 맥시멀리스트가 되어가는 기록,싱글라이프,원룸&오피스텔,5,내추럴,0,홈스타일링,셀프•DIY,0,56592,2307,481,25,https://ohou.se/projects/70565/detail?affect_type=ProjectSelfIndex&affect_id=1551
1552,2022-01-12,"집안 곳곳 우드로 아늑하게, 20평대 신혼집 스타일링",신혼부부,아파트,25,내추럴,0,홈스타일링,셀프•DIY,0,34155,613,150,34,https://ohou.se/projects/72161/detail?affect_type=ProjectSelfIndex&affect_id=1552
1553,2022-01-12,광고인 부부의 우드 감성 홈 오피스 ft.30평대 구축,신혼부부,아파트,35,내추럴,"주방리모델링, 조명시공, 폴딩도어",리모델링,전문가,4000,51938,1242,341,75,https://ohou.se/projects/71940/detail?affect_type=ProjectSelfIndex&affect_id=1553
1554,2022-01-12,"맥시멀에서 미디멀로, 수채화 작가의 맑고 투명한 방",부모님과 함께 사는 집,아파트,35,북유럽,0,홈스타일링,셀프•DIY,0,22397,1074,167,35,https://ohou.se/projects/71848/detail?affect_type=ProjectSelfIndex&affect_id=1554
1555,2022-01-12,미니멀로 살고 싶은 맥시멀리스트의 심플&모노톤 방,부모님과 함께 사는 집,기타,5,모던,0,홈스타일링,셀프•DIY,0,60723,2736,525,40,https://ohou.se/projects/70455/detail?affect_type=ProjectSelfIndex&affect_id=1555
1556,2022-01-12,베이지톤으로 아늑하게 꾸민 신혼부부의 20평대 보금자리,신혼부부,아파트,25,내추럴,0,홈스타일링,셀프•DIY,0,91279,2839,804,114,https://ohou.se/projects/72299/detail?affect_type=ProjectSelfIndex&affect_id=1556
1557,2022-01-12,"오래도록 함께 할 가구로 꾸민, 20평대 복도식 아파트",싱글라이프,아파트,25,내추럴,0,홈스타일링,셀프•DIY,0,63145,1360,294,49,https://ohou.se/projects/70687/detail?affect_type=ProjectSelfIndex&affect_id=1557
1558,2022-01-11,20평대 수납은 이렇게! 깔끔한 신혼집 구축 리모델링,신혼부부,아파트,25,모던,0,리모델링,전문가,0,77705,2519,685,49,https://ohou.se/projects/73309/detail?affect_type=ProjectSelfIndex&affect_id=1558
1559,2022-01-11,"영감과 안정, 일러스트와 식물로 채운 디자이너의 방",부모님과 함께 사는 집,아파트,15,"내추럴, 빈티지&레트로",0,홈스타일링,셀프•DIY,0,31461,1554,278,28,https://ohou.se/projects/72066/detail?affect_type=ProjectSelfIndex&affect_id=1559
1560,2022-01-11,"20평대를 넓어보이게, 화이트 우드st 신혼집 리모델링",신혼부부,아파트,25,내추럴,"주방리모델링, 조명시공",부분공사,전문가,0,54958,1357,348,65,https://ohou.se/projects/72762/detail?affect_type=ProjectSelfIndex&affect_id=1560
1561,2022-01-11,빈티지 무드가 있는 맥시멀리스트의 크림빛 신혼집,신혼부부,아파트,25,빈티지&레트로,발코니확장,홈스타일링,셀프•DIY,2000,57960,2462,571,56,https://ohou.se/projects/72987/detail?affect_type=ProjectSelfIndex&affect_id=1561
1562,2022-01-11,"세련된 스틸 화이트로 완성한, 미드센추리 모던st 빌라",싱글라이프,빌라&연립,15,모던,0,홈스타일링,셀프•DIY,200,57136,3283,667,106,https://ohou.se/projects/72164/detail?affect_type=ProjectSelfIndex&affect_id=1562
1563,2022-01-11,반셀프로 1000만원대에 완성한 화이트&우드 신혼집,신혼부부,아파트,25,내추럴,"주방리모델링, 조명시공, 중문, 아트월",리모델링,반셀프,0,56461,1809,441,106,https://ohou.se/projects/71728/detail?affect_type=ProjectSelfIndex&affect_id=1563
1564,2022-01-11,"거실은 줄이고 주방은 늘린, 손님맞이 맞춤형 신혼집",신혼부부,원룸&오피스텔,15,내추럴,"주방리모델링, 조명시공",리모델링,셀프•DIY,0,74312,1729,442,110,https://ohou.se/projects/71842/detail?affect_type=ProjectSelfIndex&affect_id=1564
1565,2022-01-10,세 식구의 테라스와 다락방이 있는 내추럴 복층 아파트,아기가 있는 집,아파트,55,내추럴,"주방리모델링, 조명시공, 폴딩도어, 중문, 가벽&파티션, 슬라이딩도어, 아트월",리모델링,전문가,15000,36800,729,239,24,https://ohou.se/projects/73874/detail?affect_type=ProjectSelfIndex&affect_id=1565
1566,2022-01-09,구축의 변신은 무죄! 40평 같은 30평대 화이트하우스,아기가 있는 집,아파트,35,내추럴,"주방리모델링, 조명시공, 중문, 가벽&파티션, 슬라이딩도어",리모델링,전문가,0,64869,1411,526,33,https://ohou.se/projects/73340/detail?affect_type=ProjectSelfIndex&affect_id=1566
1567,2022-01-09,"언젠가, 바라던 로망 | 수수하고 단정한 소설가의 집",싱글라이프,단독주택,35,모던,"주방리모델링, 조명시공",리모델링,전문가,0,31729,1243,350,67,https://ohou.se/projects/72861/detail?affect_type=ProjectSelfIndex&affect_id=1567
1568,2022-01-09,"가족과 사는 집, 작은 화이트 방에 원색 취향 가득!",부모님과 함께 사는 집,아파트,5,"내추럴, 러블리&로맨틱",0,홈스타일링,셀프•DIY,0,47668,2222,502,49,https://ohou.se/projects/72775/detail?affect_type=ProjectSelfIndex&affect_id=1568
1569,2022-01-09,내력벽을 아치게이트로! 시공 포인트가 있는 구축 신혼집,신혼부부,아파트,35,내추럴,"주방리모델링, 조명시공, 중문, 발코니확장",리모델링,전문가,5000,35629,668,198,26,https://ohou.se/projects/72130/detail?affect_type=ProjectSelfIndex&affect_id=1569
1570,2022-01-09,"다섯 개의 중정과 마당이 있는 120평 저택, 다섯 뜰",부모님과 함께 사는 집,단독주택,75,내추럴,0,건축,전문가,0,143527,4714,2106,134,https://ohou.se/projects/71251/detail?affect_type=ProjectSelfIndex&affect_id=1570
1571,2022-01-09,예비 부부의 아늑한 베이지&아이보리 톤 투룸 오피스텔,신혼부부,원룸&오피스텔,25,내추럴,0,홈스타일링,셀프•DIY,1000,47000,1068,228,60,https://ohou.se/projects/70394/detail?affect_type=ProjectSelfIndex&affect_id=1571
1572,2022-01-08,적재적소 시공으로 완성! 30평대 모던 신혼집 리모델링,신혼부부,아파트,35,모던,"주방리모델링, 조명시공",리모델링,전문가,6000,50274,588,213,26,https://ohou.se/projects/72334/detail?affect_type=ProjectSelfIndex&affect_id=1572
1573,2022-01-08,넓은 침실과 작업실이 분리된 식물 집사의 10평대 빌라,싱글라이프,빌라&연립,15,빈티지&레트로,0,홈스타일링,셀프•DIY,0,41447,1384,243,34,https://ohou.se/projects/70759/detail?affect_type=ProjectSelfIndex&affect_id=1573
1574,2022-01-08,우드의 내추럴함과 태슬로 완성한 30평대 코지 하우스,신혼부부,아파트,35,내추럴,0,홈스타일링,셀프•DIY,0,54735,2134,467,81,https://ohou.se/projects/70301/detail?affect_type=ProjectSelfIndex&affect_id=1574
1575,2022-01-08,주택앓이 끝에 완성한 로망집! 집짓기부터 정원가꾸기까지,취학 자녀가 있는 집,단독주택,45,내추럴,0,건축,전문가,38000,49930,678,283,41,https://ohou.se/projects/70049/detail?affect_type=ProjectSelfIndex&affect_id=1575
1576,2022-01-08,뉴트럴톤으로 우아하고 부드럽게! 23평 신혼집 스타일링,신혼부부,아파트,25,내추럴,0,홈스타일링,셀프•DIY,0,57091,1251,246,17,https://ohou.se/projects/69728/detail?affect_type=ProjectSelfIndex&affect_id=1576
1577,2022-01-08,피땀으로 일군 화이트 & 심플 리모델링 ft. 통창 뷰,신혼부부,아파트,35,내추럴,"주방리모델링, 조명시공, 중문",리모델링,전문가,0,39340,800,260,48,https://ohou.se/projects/68172/detail?affect_type=ProjectSelfIndex&affect_id=1577
1578,2022-01-07,아파트이지만 이국적인 무드로! 프렌치 감성 가득한 집,취학 자녀가 있는 집,아파트,65,프렌치&프로방스,"주방리모델링, 조명시공, 폴딩도어, 중문, 슬라이딩도어, 아트월",리모델링,셀프•DIY,0,64715,2905,1256,233,https://ohou.se/projects/71877/detail?affect_type=ProjectSelfIndex&affect_id=1578
1579,2022-01-07,따스한 햇빛이 가득! 깔끔하게 꾸민 20평대 신혼집,신혼부부,아파트,25,내추럴,"조명시공, 중문",홈스타일링,셀프•DIY,0,44434,1123,305,46,https://ohou.se/projects/69788/detail?affect_type=ProjectSelfIndex&affect_id=1579
1580,2022-01-07,홈스타일링에서 리모델링으로! 20평대 깔끔 하우스,기타,아파트,25,내추럴,"주방리모델링, 조명시공, 중문",리모델링,전문가,4800,36673,1002,227,49,https://ohou.se/projects/69326/detail?affect_type=ProjectSelfIndex&affect_id=1580
1581,2022-01-07,예술 가득 노랑 집! 디자이너의 내추럴 빈티지 하우스,싱글라이프,빌라&연립,15,"내추럴, 빈티지&레트로",0,홈스타일링,셀프•DIY,0,30413,1331,306,50,https://ohou.se/projects/69320/detail?affect_type=ProjectSelfIndex&affect_id=1581
1582,2022-01-07,화이트에 핑크&스카이블루 포인트! in 20평대 구축,신혼부부,아파트,25,내추럴,0,리모델링,전문가,0,26113,683,120,45,https://ohou.se/projects/69731/detail?affect_type=ProjectSelfIndex&affect_id=1582
1583,2022-01-07,파워 집순이의 맥시멀한 취미와 소품이 있는 작은 방,부모님과 함께 사는 집,기타,25,빈티지&레트로,0,홈스타일링,셀프•DIY,0,44543,2769,563,47,https://ohou.se/projects/70805/detail?affect_type=ProjectSelfIndex&affect_id=1583
1584,2022-01-07,화려함과 우아함이 한가득! 힙한 핑크 & 퍼플 하우스,아기가 있는 집,아파트,35,러블리&로맨틱,"주방리모델링, 중문",홈스타일링,셀프•DIY,2000,57867,2602,885,99,https://ohou.se/projects/70153/detail?affect_type=ProjectSelfIndex&affect_id=1584
1585,2022-01-06,따뜻한 색감 가득! 하고 싶은 걸 뭐든 하는 1.5룸,싱글라이프,원룸&오피스텔,5,내추럴,0,홈스타일링,셀프•DIY,0,66617,1965,330,46,https://ohou.se/projects/70828/detail?affect_type=ProjectSelfIndex&affect_id=1585
1586,2022-01-06,깔끔한 선과 면으로 정리한 신혼집 ft. 부부맞춤 주방,신혼부부,아파트,25,내추럴,0,리모델링,전문가,5500,31728,760,165,23,https://ohou.se/projects/70068/detail?affect_type=ProjectSelfIndex&affect_id=1586
1587,2022-01-06,작은 3평 방안 어딜 봐도 북유럽 ft. 데스크테리어,부모님과 함께 사는 집,기타,5,"내추럴, 북유럽",가벽&파티션,홈스타일링,셀프•DIY,0,113747,5704,1338,86,https://ohou.se/projects/70269/detail?affect_type=ProjectSelfIndex&affect_id=1587
1588,2022-01-05,"30평대 > 20평대 이사, 디자이너 부부의 아늑한 집",신혼부부,아파트,25,내추럴,0,부분공사,전문가,0,57104,1432,341,67,https://ohou.se/projects/71847/detail?affect_type=ProjectSelfIndex&affect_id=1588
1589,2022-01-05,핑크 덕후의 귀여운 소품만 가득 모은 키덜트룸🌷,싱글라이프,원룸&오피스텔,5,러블리&로맨틱,0,홈스타일링,셀프•DIY,200,60045,2307,607,97,https://ohou.se/projects/71114/detail?affect_type=ProjectSelfIndex&affect_id=1589
1590,2022-01-05,간결한 아이템으로 완성한 부부의 미드센추리 모던 하우스,신혼부부,아파트,25,모던,0,홈스타일링,셀프•DIY,0,36160,1467,277,26,https://ohou.se/projects/70763/detail?affect_type=ProjectSelfIndex&affect_id=1590
1591,2022-01-05,간접조명을 더한 화이트 모던 리모델링 ft. 유리블록,취학 자녀가 있는 집,아파트,45,내추럴,"주방리모델링, 조명시공, 중문, 가벽&파티션, 슬라이딩도어",리모델링,전문가,11000,62994,1678,393,76,https://ohou.se/projects/70773/detail?affect_type=ProjectSelfIndex&affect_id=1591
1592,2022-01-04,"베이지톤으로 아늑하게, 마음을 채워가는 투룸 오피스텔",싱글라이프,원룸&오피스텔,25,내추럴,0,홈스타일링,셀프•DIY,1600,41021,1026,240,36,https://ohou.se/projects/70796/detail?affect_type=ProjectSelfIndex&affect_id=1592
1593,2022-01-04,하늘 액자 같은 통창뷰! 원목 가득한 코지st 원룸,싱글라이프,원룸&오피스텔,5,빈티지&레트로,0,홈스타일링,셀프•DIY,0,68174,1850,364,75,https://ohou.se/projects/70792/detail?affect_type=ProjectSelfIndex&affect_id=1593
1594,2022-01-04,"화이트에 색감 한방울, 호텔 안 부러운 30평대 신혼집",신혼부부,아파트,35,모던,"주방리모델링, 조명시공, 가벽&파티션",리모델링,전문가,0,66333,1884,639,119,https://ohou.se/projects/72626/detail?affect_type=ProjectSelfIndex&affect_id=1594
1595,2022-01-04,"패브릭 포스터로 확실한 공간 분리, 숲을 닮은 오피스텔",싱글라이프,원룸&오피스텔,5,내추럴,0,홈스타일링,셀프•DIY,0,71538,2727,526,31,https://ohou.se/projects/70877/detail?affect_type=ProjectSelfIndex&affect_id=1595
1596,2022-01-04,20평대 작은 집에서도 트인 주방&거실을 만드는 방법 ,신혼부부,아파트,25,내추럴,"주방리모델링, 조명시공, 중문",부분공사,반셀프,0,60207,2081,406,103,https://ohou.se/projects/70220/detail?affect_type=ProjectSelfIndex&affect_id=1596
1597,2022-01-03,"고생도 추억이니까, 반듯반듯하게 변한 20평대 신혼집",신혼부부,아파트,25,모던,"주방리모델링, 조명시공, 중문",리모델링,반셀프,0,44060,1413,281,36,https://ohou.se/projects/72283/detail?affect_type=ProjectSelfIndex&affect_id=1597
1598,2022-01-03,제주도 2층 집에 나 혼자 산다! 단독주택 싱글 라이프,싱글라이프,단독주택,35,내추럴,0,건축,전문가,0,32166,396,130,38,https://ohou.se/projects/71864/detail?affect_type=ProjectSelfIndex&affect_id=1598
1599,2022-01-03,유럽 무드를 담은 따끈따끈 30평대 신축 ft. 홈카페,아기가 있는 집,아파트,35,내추럴,"주방리모델링, 조명시공, 중문",홈스타일링,반셀프,4700,26922,586,80,10,https://ohou.se/projects/70330/detail?affect_type=ProjectSelfIndex&affect_id=1599
1600,2022-01-02,"정원부터 테라스까지, 4층 전원주택에서 실현한 로망🏡",신혼부부,단독주택,75,내추럴,0,건축,전문가,0,54079,1110,344,83,https://ohou.se/projects/72859/detail?affect_type=ProjectSelfIndex&affect_id=1600
1601,2022-01-02,"깔끔하고 내추럴하게, 바다가 보이는 아파트 리모델링",싱글라이프,아파트,55,내추럴,0,리모델링,전문가,0,32617,726,153,31,https://ohou.se/projects/72832/detail?affect_type=ProjectSelfIndex&affect_id=1601
1602,2022-01-02,"화양연화, 삶이 꽃이 되는 순간을 그리는 집의 기록",취학 자녀가 있는 집,아파트,35,내추럴,0,홈스타일링,셀프•DIY,0,45854,1216,405,105,https://ohou.se/projects/72437/detail?affect_type=ProjectSelfIndex&affect_id=1602
1603,2022-01-02,포스터&그림으로 느낌 있게! 부부의 정갈한 심플 하우스,신혼부부,아파트,35,내추럴,0,홈스타일링,셀프•DIY,0,25647,439,62,7,https://ohou.se/projects/71396/detail?affect_type=ProjectSelfIndex&affect_id=1603
1604,2022-01-02,미드센추리 모던 위 컬러풀한 매력과 음악이 있는 싱글룸,싱글라이프,원룸&오피스텔,5,모던,0,부분공사,셀프•DIY,0,83809,4315,787,79,https://ohou.se/projects/70817/detail?affect_type=ProjectSelfIndex&affect_id=1604
1605,2022-01-02,긴 거실을 화이트 톤으로 꾸민 부부의 두 번째 신혼집,신혼부부,아파트,35,내추럴,"주방리모델링, 조명시공, 가벽&파티션",리모델링,전문가,3000,45810,949,179,24,https://ohou.se/projects/68571/detail?affect_type=ProjectSelfIndex&affect_id=1605
1606,2022-01-01,"부모님집을 스튜디오로, 사계절이 아름다운 로망집",기타,단독주택,45,빈티지&레트로,"주방리모델링, 조명시공",리모델링,반셀프,5000,102803,2438,898,157,https://ohou.se/projects/72080/detail?affect_type=ProjectSelfIndex&affect_id=1606
1607,2022-01-01,호텔 같은 3면 통창뷰! 반셀프로 꾸민 화이트 하우스,신혼부부,아파트,45,내추럴,"주방리모델링, 조명시공",리모델링,전문가,0,67717,1749,562,129,https://ohou.se/projects/71856/detail?affect_type=ProjectSelfIndex&affect_id=1607
1608,2022-01-01,"화이트톤으로 깔끔하게, 모던st 10평대 복도식 아파트",싱글라이프,아파트,15,모던,주방리모델링,리모델링,전문가,0,57429,2692,601,51,https://ohou.se/projects/69792/detail?affect_type=ProjectSelfIndex&affect_id=1608
1609,2022-01-01,"러블리 그 자체, 빈티지가 담긴 앤티크 투룸 전셋집♥",기타,빌라&연립,15,"프렌치&프로방스, 러블리&로맨틱",0,홈스타일링,셀프•DIY,0,25112,965,208,36,https://ohou.se/projects/69791/detail?affect_type=ProjectSelfIndex&affect_id=1609
1610,2022-01-01,"30평대 아파트, 홈스타일링만으로 따스하고 고요하게",아기가 있는 집,아파트,35,내추럴,0,홈스타일링,셀프•DIY,0,36596,482,91,14,https://ohou.se/projects/68887/detail?affect_type=ProjectSelfIndex&affect_id=1610
1611,2022-01-01,"20평대 아파트, 반셀프로 스마트하게 공간활용하기",신혼부부,아파트,25,내추럴,"주방리모델링, 조명시공, 가벽&파티션, 발코니확장",리모델링,반셀프,4500,28813,542,77,14,https://ohou.se/projects/68439/detail?affect_type=ProjectSelfIndex&affect_id=1611
1612,2021-12-31,우드톤 카페같은 20평대 구축 리모델링 ft. 다이닝룸,신혼부부,아파트,25,내추럴,"주방리모델링, 조명시공, 가벽&파티션",리모델링,전문가,3000,63267,1915,412,57,https://ohou.se/projects/70794/detail?affect_type=ProjectSelfIndex&affect_id=1612
1613,2021-12-31,창밖 뻥 뚫린 뷰가 있는 고층 모던 오피스텔,싱글라이프,원룸&오피스텔,5,모던,0,홈스타일링,셀프•DIY,0,147614,5208,1205,106,https://ohou.se/projects/70774/detail?affect_type=ProjectSelfIndex&affect_id=1613
1614,2021-12-31,"겨울에 더 따뜻하고 아늑한, 남향 신혼집 홈스타일링",신혼부부,아파트,25,내추럴,0,홈스타일링,반셀프,0,62485,1801,383,22,https://ohou.se/projects/69516/detail?affect_type=ProjectSelfIndex&affect_id=1614
1615,2021-12-31, 시공없이 꾸민 신혼부부의 20평대 신축아파트 스타일링,신혼부부,아파트,25,내추럴,0,홈스타일링,셀프•DIY,0,57705,1445,432,41,https://ohou.se/projects/68605/detail?affect_type=ProjectSelfIndex&affect_id=1615
1616,2021-12-31,한정된 예산! 아기자기 소품으로 꾸민 우드&화이트 홈,신혼부부,아파트,25,내추럴,0,리모델링,전문가,0,44500,692,222,31,https://ohou.se/projects/69441/detail?affect_type=ProjectSelfIndex&affect_id=1616
1617,2021-12-31,"짙은 원목과 패브릭, 소품으로 가득 찬 30평대 아파트",아기가 있는 집,아파트,35,빈티지&레트로,0,홈스타일링,셀프•DIY,0,44251,1858,415,46,https://ohou.se/projects/69698/detail?affect_type=ProjectSelfIndex&affect_id=1617
1618,2021-12-31,신혼부부의 로망을 실현한 화이트&우드 올 리모델링,신혼부부,아파트,25,내추럴,0,리모델링,전문가,0,48165,1517,484,66,https://ohou.se/projects/69810/detail?affect_type=ProjectSelfIndex&affect_id=1618
1619,2021-12-30,"10평대 임대아파트, 패브릭과 식물로 조화롭게 꾸미기",싱글라이프,아파트,15,내추럴,0,홈스타일링,셀프•DIY,0,42894,819,179,26,https://ohou.se/projects/70691/detail?affect_type=ProjectSelfIndex&affect_id=1619
1620,2021-12-29,"청소도 쉽고 보기도 예쁘게, 신혼부부의 구축 리모델링",신혼부부,아파트,35,내추럴,0,리모델링,전문가,5500,51954,754,222,37,https://ohou.se/projects/71428/detail?affect_type=ProjectSelfIndex&affect_id=1620
1621,2021-12-29,깔끔함 속 시공이 돋보이는 화이트우드 30평대 홈,취학 자녀가 있는 집,아파트,35,내추럴,"주방리모델링, 조명시공, 중문, 슬라이딩도어",리모델링,전문가,5000,66147,1566,431,61,https://ohou.se/projects/69610/detail?affect_type=ProjectSelfIndex&affect_id=1621
1622,2021-12-29,시원시원한 높은 층고! 테라스까지 품은 복층 아파트,신혼부부,빌라&연립,65,모던,0,홈스타일링,반셀프,8000,43400,799,210,87,https://ohou.se/projects/68978/detail?affect_type=ProjectSelfIndex&affect_id=1622
1623,2021-12-29,체리 몰딩을 화이트 시트지로! 모던하게 변한 자취방,싱글라이프,원룸&오피스텔,5,0,0,홈스타일링,셀프•DIY,0,64014,2409,440,88,https://ohou.se/projects/68050/detail?affect_type=ProjectSelfIndex&affect_id=1623
1624,2021-12-29,따사로운 햇살 가득! 신혼부부의 30평대 내추럴 하우스,신혼부부,아파트,35,내추럴,0,홈스타일링,셀프•DIY,0,37035,924,175,42,https://ohou.se/projects/70547/detail?affect_type=ProjectSelfIndex&affect_id=1624
1625,2021-12-29,패브릭 덕후의 작은 것 하나까지 직접 꾸민 신혼집,신혼부부,빌라&연립,45,내추럴,0,홈스타일링,셀프•DIY,0,35123,953,194,23,https://ohou.se/projects/69418/detail?affect_type=ProjectSelfIndex&affect_id=1625
1626,2021-12-28,"여행을 위해 일상을 꾸리는, 디자이너의 따스한 원룸",싱글라이프,원룸&오피스텔,15,"내추럴, 빈티지&레트로",0,홈스타일링,셀프•DIY,200,44783,1581,295,70,https://ohou.se/projects/70363/detail?affect_type=ProjectSelfIndex&affect_id=1626
1627,2021-12-28,20평대를 넓어보이게! 구축 리모델링 ft. 다이닝룸,신혼부부,아파트,25,모던,"주방리모델링, 조명시공, 가벽&파티션, 슬라이딩도어",리모델링,반셀프,2600,34602,1091,255,48,https://ohou.se/projects/70291/detail?affect_type=ProjectSelfIndex&affect_id=1627
1628,2021-12-27,우드&화이트에 인스타 감성 소품을 더한 구축 아파트,신혼부부,아파트,35,내추럴,"주방리모델링, 조명시공",홈스타일링,전문가,0,37053,807,211,60,https://ohou.se/projects/70765/detail?affect_type=ProjectSelfIndex&affect_id=1628
1629,2021-12-27,"화이트 곳곳 빈티지 컬러가 돋보이는, 30평대 남향집",신혼부부,아파트,35,내추럴,0,홈스타일링,셀프•DIY,0,22045,462,69,15,https://ohou.se/projects/70760/detail?affect_type=ProjectSelfIndex&affect_id=1629
1630,2021-12-27,"마이너스 옵션 아파트, 나뭇결이 살아있는 우드 하우스로",아기가 있는 집,아파트,35,내추럴,0,리모델링,반셀프,0,20983,370,79,24,https://ohou.se/projects/70606/detail?affect_type=ProjectSelfIndex&affect_id=1630
1631,2021-12-27,집꾸미기로 덕업일치! 패브릭 만드는 집사의 빈티지 홈,싱글라이프,원룸&오피스텔,15,빈티지&레트로,주방리모델링,부분공사,반셀프,600,38874,1951,406,76,https://ohou.se/projects/70601/detail?affect_type=ProjectSelfIndex&affect_id=1631
1632,2021-12-27,구축아파트를 코지한 쇼룸 무드의 미니멀 하우스로!,신혼부부,아파트,45,내추럴,0,리모델링,전문가,6500,48131,1260,381,42,https://ohou.se/projects/70593/detail?affect_type=ProjectSelfIndex&affect_id=1632
1633,2021-12-27,"깔끔하고 아늑한, 맥시멀리스트의 화이트&우드 홈",싱글라이프,빌라&연립,15,내추럴,0,홈스타일링,셀프•DIY,0,51972,1780,391,99,https://ohou.se/projects/69175/detail?affect_type=ProjectSelfIndex&affect_id=1633
1634,2021-12-26,거실에 숲이 들어왔어요! 네 식구에게 꼭 맞춘 리모델링,취학 자녀가 있는 집,아파트,45,내추럴,0,리모델링,전문가,0,33321,599,201,63,https://ohou.se/projects/71850/detail?affect_type=ProjectSelfIndex&affect_id=1634
1635,2021-12-26,그림 같은 사계절 뷰를 가진 숲속 화이트 모던 집,아기가 있는 집,아파트,35,내추럴,"중문, 가벽&파티션, 발코니확장",리모델링,전문가,0,84996,4091,1213,100,https://ohou.se/projects/70818/detail?affect_type=ProjectSelfIndex&affect_id=1635
1636,2021-12-26,"1층은 카페, 2층은 집| 커피향 나는 아늑한 단독주택",기타,단독주택,35,빈티지&레트로,"주방리모델링, 조명시공",부분공사,반셀프,2000,34463,893,193,79,https://ohou.se/projects/70600/detail?affect_type=ProjectSelfIndex&affect_id=1636
1637,2021-12-26,"빈티지 러버의 따스한 취향이 가득, 소확행 하우스",아기가 있는 집,아파트,35,내추럴,0,홈스타일링,셀프•DIY,0,69334,2650,519,59,https://ohou.se/projects/69417/detail?affect_type=ProjectSelfIndex&affect_id=1637
1638,2021-12-26,"구축 레이아웃의 답을 찾아, 20평대 신혼집 리모델링",신혼부부,아파트,25,내추럴,"주방리모델링, 조명시공, 중문, 슬라이딩도어, 발코니확장",리모델링,전문가,0,46532,1185,290,67,https://ohou.se/projects/67438/detail?affect_type=ProjectSelfIndex&affect_id=1638
1639,2021-12-26,"서울 시티뷰를 품은, 집순이의 따뜻한 복층 오피스텔🌃",싱글라이프,원룸&오피스텔,5,내추럴,0,홈스타일링,셀프•DIY,0,64950,2125,415,71,https://ohou.se/projects/66817/detail?affect_type=ProjectSelfIndex&affect_id=1639
1640,2021-12-25,소품샵 같은 맥시멀한 방! 아늑하게 꾸민 인테리어 기록,부모님과 함께 사는 집,아파트,35,내추럴,0,홈스타일링,셀프•DIY,0,48840,2840,591,43,https://ohou.se/projects/70764/detail?affect_type=ProjectSelfIndex&affect_id=1640
1641,2021-12-25,화이트&우드의 정석! 정갈하게 꾸민 아파트 스타일링,아기가 있는 집,아파트,55,내추럴,0,리모델링,셀프•DIY,0,71429,3095,761,58,https://ohou.se/projects/70755/detail?affect_type=ProjectSelfIndex&affect_id=1641
1642,2021-12-25,"하얀 바탕에 컬러풀 소품과 뷰를 더한, 타워형 신혼집",신혼부부,아파트,25,내추럴,0,홈스타일링,셀프•DIY,0,35390,662,181,35,https://ohou.se/projects/69778/detail?affect_type=ProjectSelfIndex&affect_id=1642
1643,2021-12-25,"칼각 수납이 돋보이는, 30평대 화이트&우드 스타일링",신혼부부,아파트,35,내추럴,0,부분공사,반셀프,2000,33556,983,231,33,https://ohou.se/projects/69763/detail?affect_type=ProjectSelfIndex&affect_id=1643
1644,2021-12-25,액자뷰 알파룸이 거실에! 워킹맘의 화이트 하우스,취학 자녀가 있는 집,아파트,45,내추럴,"주방리모델링, 조명시공, 폴딩도어, 중문, 가벽&파티션, 슬라이딩도어, 아트월, 발코니확장",리모델링,전문가,5000,52673,1159,385,76,https://ohou.se/projects/69726/detail?affect_type=ProjectSelfIndex&affect_id=1644
1645,2021-12-25,"주얼리 디자이너의 내추럴한 작업실, 그리고 집의 공존",싱글라이프,빌라&연립,15,내추럴,0,홈스타일링,셀프•DIY,0,20607,411,81,9,https://ohou.se/projects/69452/detail?affect_type=ProjectSelfIndex&affect_id=1645
1646,2021-12-24,"아늑한 캠핑룸까지 담은, 30평대 웜베이지 신혼집",신혼부부,아파트,35,내추럴,주방리모델링,부분공사,전문가,1900,42271,952,264,60,https://ohou.se/projects/70709/detail?affect_type=ProjectSelfIndex&affect_id=1646
1647,2021-12-24,"호불호 없는 시공으로 채운, 20평대 신혼집 리모델링",신혼부부,아파트,25,모던,0,리모델링,반셀프,0,32658,713,213,25,https://ohou.se/projects/70044/detail?affect_type=ProjectSelfIndex&affect_id=1647
1648,2021-12-24,"식물 회사 웹디자이너의, 초록 가득 빈티지 하우스",싱글라이프,아파트,15,내추럴,0,홈스타일링,셀프•DIY,0,27236,896,220,27,https://ohou.se/projects/68596/detail?affect_type=ProjectSelfIndex&affect_id=1648
1649,2021-12-24,기본에 충실한 구축 리모델링! 10평대 화이트 하우스,취학 자녀가 있는 집,아파트,15,모던,0,리모델링,전문가,0,43751,872,199,51,https://ohou.se/projects/67670/detail?affect_type=ProjectSelfIndex&affect_id=1649
1650,2021-12-23,"크리스마스 무드로 꾸민, 20평대 내추럴 홈스타일링",아기가 있는 집,아파트,25,내추럴,0,홈스타일링,셀프•DIY,0,32948,677,211,37,https://ohou.se/projects/70580/detail?affect_type=ProjectSelfIndex&affect_id=1650
1651,2021-12-23,"가구 배치를 통해 매일 새로운 집으로, 스위트 신혼집",신혼부부,아파트,35,내추럴,주방리모델링,홈스타일링,셀프•DIY,100,25286,397,107,24,https://ohou.se/projects/70272/detail?affect_type=ProjectSelfIndex&affect_id=1651
