id,작성일,제목,가족형태,공간,평수구간,스타일,세부공사,분야,작업,예산,조회,스크랩,좋아요,댓글,url
0,2022-10-07,서재형 거실부터 베란다 아뜰리에까지! 센스만점 오베네홈,아기가 있는 집,아파트,35,내추럴,0,리모델링,전문가,0,10513,136,57,15,https://ohou.se/projects/126917/detail?affect_type=ProjectSelfIndex&affect_id=0
1,2022-10-07,"구축 2Bay 리모델링의 바이블, 모던한 32평 신혼집",신혼부부,아파트,35,모던,"주방리모델링, 조명시공, 중문, 가벽&파티션, 슬라이딩도어",리모델링,전문가,4200,5610,75,26,12,https://ohou.se/projects/126600/detail?affect_type=ProjectSelfIndex&affect_id=1
2,2022-10-07,취향을 읽고 쓰는 비밀 서재처럼- 푸릇푸릇 3평 방,부모님과 함께 사는 집,기타,5,내추럴,0,홈스타일링,셀프•DIY,0,4214,201,60,15,https://ohou.se/projects/123056/detail?affect_type=ProjectSelfIndex&affect_id=2
3,2022-10-07,손 뻗으면 닿을 듯한 녹음🌳 싱그러운 저층집 리모델링,신혼부부,아파트,35,모던,"주방리모델링, 조명시공, 중문",리모델링,전문가,5500,37375,643,169,122,https://ohou.se/projects/116945/detail?affect_type=ProjectSelfIndex&affect_id=3
4,2022-10-07,아늑하고 편안한 무드로- 빈티지 한 스푼 더한 내추럴홈,신혼부부,아파트,55,내추럴,"주방리모델링, 중문",리모델링,전문가,9500,3760,73,13,9,https://ohou.se/projects/127436/detail?affect_type=ProjectSelfIndex&affect_id=4
5,2022-10-07,게으른 집순이가 폭신한 하루를 보내는 복층 오피스텔,싱글라이프,원룸&오피스텔,15,모던,0,홈스타일링,셀프•DIY,0,8658,289,79,18,https://ohou.se/projects/125983/detail?affect_type=ProjectSelfIndex&affect_id=5
6,2022-10-07,사계절을 품은 액자창이 포인트! 따뜻한 무드의 신혼집 ,신혼부부,아파트,35,내추럴,0,홈스타일링,셀프•DIY,0,7017,74,30,6,https://ohou.se/projects/126368/detail?affect_type=ProjectSelfIndex&affect_id=6
7,2022-10-07,알록달록은 꼭꼭 숨겨라! 아기와 함께 하는 베이지하우스,아기가 있는 집,아파트,35,모던,조명시공,홈스타일링,셀프•DIY,500,5620,100,29,5,https://ohou.se/projects/117185/detail?affect_type=ProjectSelfIndex&affect_id=7
8,2022-10-07,헌집줄게 새집다오🏘 살던 집을 리모델링 해 새집처럼!,아기가 있는 집,아파트,25,모던,0,리모델링,전문가,7000,54268,1124,368,116,https://ohou.se/projects/110355/detail?affect_type=ProjectSelfIndex&affect_id=8
9,2022-10-07,자취를 하고 나서 퇴근 후의 삶이 행복해졌어요💗,싱글라이프,원룸&오피스텔,5,내추럴,0,홈스타일링,셀프•DIY,100,72183,3525,725,46,https://ohou.se/projects/100919/detail?affect_type=ProjectSelfIndex&affect_id=9
10,2022-10-07,페트롤 블루⛵ 3분할로 쪼개고 나눈 아늑한 공간 연출!,기타,빌라&연립,25,내추럴,"주방리모델링, 조명시공, 가벽&파티션, 슬라이딩도어, 아트월",리모델링,전문가,0,2227,57,5,4,https://ohou.se/projects/72078/detail?affect_type=ProjectSelfIndex&affect_id=10
11,2022-10-07,"감쪽같은 매트, 화이트 앤 우드 컨셉 37평 아파트",아기가 있는 집,아파트,35,내추럴,"주방리모델링, 조명시공, 가벽&파티션, 슬라이딩도어, 아트월",리모델링,전문가,6800,6859,105,38,23,https://ohou.se/projects/127434/detail?affect_type=ProjectSelfIndex&affect_id=11
12,2022-10-07,"디자이너 부부의 우드 하우스, 단정하고 따뜻하게",신혼부부,아파트,35,내추럴,0,리모델링,반셀프,1700,11245,391,85,27,https://ohou.se/projects/127079/detail?affect_type=ProjectSelfIndex&affect_id=12
13,2022-10-07,모노톤 방안에 담긴 나만의 작은 변화들,부모님과 함께 사는 집,기타,35,모던,0,홈스타일링,셀프•DIY,500,7527,405,84,24,https://ohou.se/projects/126370/detail?affect_type=ProjectSelfIndex&affect_id=13
14,2022-10-07,신축? 부럽지가 않어~10년차 커플의 28년차 신혼집 ,신혼부부,아파트,25,모던,"주방리모델링, 조명시공, 중문, 발코니확장",리모델링,전문가,3900,5894,185,45,7,https://ohou.se/projects/125401/detail?affect_type=ProjectSelfIndex&affect_id=14
15,2022-10-07,좋아하는 것들로 채운 음악프로듀서의 빈티지하우스,싱글라이프,빌라&연립,5,빈티지&레트로,0,홈스타일링,셀프•DIY,0,34360,2052,387,67,https://ohou.se/projects/91674/detail?affect_type=ProjectSelfIndex&affect_id=15
16,2022-10-07,"넓은 집 더 넓게, 간살도어로 정갈하게 꾸민 우드하우스",취학 자녀가 있는 집,아파트,45,내추럴,0,리모델링,전문가,0,34535,689,167,35,https://ohou.se/projects/74451/detail?affect_type=ProjectSelfIndex&affect_id=16
17,2022-10-07,외향적이고 계획적인 ESFJ 부부의 갤러리 같은 신혼집,신혼부부,아파트,35,모던,0,리모델링,전문가,6000,6937,205,52,24,https://ohou.se/projects/126367/detail?affect_type=ProjectSelfIndex&affect_id=17
18,2022-10-07,좋아하는 걸로 채우다 보니 완성! 온라인 MD의 자취방,싱글라이프,원룸&오피스텔,15,내추럴,0,홈스타일링,셀프•DIY,0,7209,197,42,14,https://ohou.se/projects/126276/detail?affect_type=ProjectSelfIndex&affect_id=18
19,2022-10-07,"꿈꾸는 자의 집들이, 4년간의 스타일링 변화 기록",기타,빌라&연립,15,클래식&앤틱,0,홈스타일링,반셀프,0,5551,247,83,52,https://ohou.se/projects/123022/detail?affect_type=ProjectSelfIndex&affect_id=19
20,2022-10-07,시원한 다이닝룸과 아늑한 서재를 품은 30평대 아파트,취학 자녀가 있는 집,아파트,35,모던,"주방리모델링, 조명시공, 가벽&파티션, 슬라이딩도어, 아트월",리모델링,전문가,10000,8421,184,57,13,https://ohou.se/projects/118680/detail?affect_type=ProjectSelfIndex&affect_id=20
21,2022-10-07,"작지만 야무진 집, 12평 원룸에 둘이 살아요",신혼부부,아파트,15,내추럴,"주방리모델링, 조명시공, 중문, 가벽&파티션",리모델링,전문가,2300,80044,2368,810,192,https://ohou.se/projects/98492/detail?affect_type=ProjectSelfIndex&affect_id=21
22,2022-10-07,"오렌지와 그린으로, 자연스럽게 채워 가는 둘만의 집 ",신혼부부,아파트,35,모던,0,홈스타일링,셀프•DIY,0,49735,1903,447,60,https://ohou.se/projects/94874/detail?affect_type=ProjectSelfIndex&affect_id=22
23,2022-10-07,"Small but enough, 호텔을 꿈꾸는 신혼집 ",신혼부부,아파트,25,모던,"주방리모델링, 조명시공, 중문, 발코니확장",리모델링,전문가,5000,11661,305,99,23,https://ohou.se/projects/125444/detail?affect_type=ProjectSelfIndex&affect_id=23
24,2022-10-07,피규어를 베고 LP를 덮고 자는 10평대 오피스텔,싱글라이프,원룸&오피스텔,15,내추럴,0,홈스타일링,셀프•DIY,0,8246,271,61,10,https://ohou.se/projects/125197/detail?affect_type=ProjectSelfIndex&affect_id=24
25,2022-10-07,매일이 소풍 전 날처럼 설레는 서촌의 주택에 삽니다,취학 자녀가 있는 집,단독주택,45,0,0,리모델링,전문가,0,6819,167,71,10,https://ohou.se/projects/124212/detail?affect_type=ProjectSelfIndex&affect_id=25
26,2022-10-07,크림톤의 부드러움과 월넛의 따뜻함으로 꾸민 신혼집,신혼부부,아파트,25,내추럴,"주방리모델링, 조명시공, 발코니확장",리모델링,전문가,4600,37171,828,207,61,https://ohou.se/projects/99843/detail?affect_type=ProjectSelfIndex&affect_id=26
27,2022-10-07,"구축 리모델링, 기본에 충실하되 포인트도 놓치지 않아요",아기가 있는 집,아파트,25,모던,"주방리모델링, 조명시공, 중문, 슬라이딩도어, 발코니확장",리모델링,전문가,5500,12396,187,53,14,https://ohou.se/projects/126659/detail?affect_type=ProjectSelfIndex&affect_id=27
28,2022-10-07,부드러운 내추럴 톤에 블랙 포인트가 편안한 집,신혼부부,아파트,35,0,0,부분공사,전문가,3000,7129,145,57,26,https://ohou.se/projects/126401/detail?affect_type=ProjectSelfIndex&affect_id=28
29,2022-10-07,오히려 돌봄을 받는 건 나- 초보 식집사의 치유의 공간,싱글라이프,원룸&오피스텔,5,0,0,홈스타일링,셀프•DIY,0,7640,188,48,8,https://ohou.se/projects/125416/detail?affect_type=ProjectSelfIndex&affect_id=29
30,2022-10-07,부부의 취미가 담겨있는 내추럴한 감성의 우드 신혼집,신혼부부,아파트,35,내추럴,"주방리모델링, 조명시공, 중문, 아트월",리모델링,전문가,1800,50975,1926,475,37,https://ohou.se/projects/93083/detail?affect_type=ProjectSelfIndex&affect_id=30
31,2022-10-01,거실 아트월=옷장? 옷도 가전도 꼭꼭 숨긴 30평대!,취학 자녀가 있는 집,아파트,35,0,"주방리모델링, 조명시공, 중문, 슬라이딩도어, 발코니확장",리모델링,전문가,0,15842,310,77,26,https://ohou.se/projects/125847/detail?affect_type=ProjectSelfIndex&affect_id=31
32,2022-10-01,자연을 품은 복층집에서 시작하는 부부의 제주살이,신혼부부,빌라&연립,35,내추럴,"조명시공, 아트월",홈스타일링,셀프•DIY,100,5889,101,29,4,https://ohou.se/projects/125494/detail?affect_type=ProjectSelfIndex&affect_id=32
33,2022-10-01,나의 취향과 관심을 담은 '헤븐-일레븐' 9평 오피스텔,싱글라이프,원룸&오피스텔,5,0,0,홈스타일링,셀프•DIY,100,8028,271,65,20,https://ohou.se/projects/125066/detail?affect_type=ProjectSelfIndex&affect_id=33
34,2022-10-01,"육아 용품도 소품이 되는, 사랑스러운 화이트우드 하우스",아기가 있는 집,아파트,25,내추럴,주방리모델링,홈스타일링,반셀프,1000,32507,980,270,108,https://ohou.se/projects/83653/detail?affect_type=ProjectSelfIndex&affect_id=34
35,2022-10-01,"블랙&그린, 대비의 美가 펼쳐진 'HOUSE H'",기타,아파트,75,모던,"주방리모델링, 조명시공, 아트월",리모델링,전문가,0,4882,193,38,10,https://ohou.se/projects/67744/detail?affect_type=ProjectSelfIndex&affect_id=35
36,2022-10-01,위시리스트 실현! 가성비와 FLEX를 넘나드는 신혼집,신혼부부,아파트,25,내추럴,0,리모델링,전문가,0,18293,577,155,58,https://ohou.se/projects/125402/detail?affect_type=ProjectSelfIndex&affect_id=36
37,2022-10-01,"빈티지 케이크와 플로럴, 미국 하이틴 감성 방꾸미기",기타,아파트,15,러블리&로맨틱,0,홈스타일링,셀프•DIY,0,9037,545,240,26,https://ohou.se/projects/124264/detail?affect_type=ProjectSelfIndex&affect_id=37
38,2022-10-01,포근한 대면형 주방 완성! 32평 신축에 취향 더하기,아기가 있는 집,아파트,35,내추럴,"주방리모델링, 조명시공",부분공사,반셀프,0,11571,354,93,33,https://ohou.se/projects/123523/detail?affect_type=ProjectSelfIndex&affect_id=38
39,2022-10-01,여기가 아파트라고? 인테리어 디자이너의 프렌치 하우스,아기가 있는 집,아파트,35,프렌치&프로방스,"주방리모델링, 조명시공, 중문, 가벽&파티션",리모델링,반셀프,3800,96800,2173,708,177,https://ohou.se/projects/96873/detail?affect_type=ProjectSelfIndex&affect_id=39
40,2022-10-01,핑크로 시작해서 핑크로 끝나는~🌸 러블리 컨셉🐈,기타,단독주택,45,러블리&로맨틱,"원목마루, 주방리모델링, 조명시공, 가벽&파티션, 슬라이딩도어, 아트월",건축,전문가,0,5595,153,35,12,https://ohou.se/projects/67741/detail?affect_type=ProjectSelfIndex&affect_id=40
41,2022-10-01,공간 디자인 전공자가 심혈을 기울여서 고친 17평 구축,신혼부부,아파트,15,0,"주방리모델링, 조명시공, 가벽&파티션, 발코니확장",리모델링,반셀프,3300,12421,415,96,40,https://ohou.se/projects/126634/detail?affect_type=ProjectSelfIndex&affect_id=41
42,2022-10-01,"하얀 바탕에 우드를 더해 따뜻하게, 싱가포르 부부의 집",신혼부부,아파트,35,0,0,리모델링,전문가,0,10335,190,38,11,https://ohou.se/projects/126877/detail?affect_type=ProjectSelfIndex&affect_id=42
43,2022-10-01,취향 가득 초록 숲을 꿈꾸는 디자이너의 작은 방,부모님과 함께 사는 집,단독주택,35,0,0,홈스타일링,셀프•DIY,100,7687,487,77,20,https://ohou.se/projects/125835/detail?affect_type=ProjectSelfIndex&affect_id=43
44,2022-10-01,"반려묘와 함께 사는 집, 나무결을 살려 단정하게-",싱글라이프,빌라&연립,25,내추럴,0,리모델링,전문가,0,8273,308,94,27,https://ohou.se/projects/125101/detail?affect_type=ProjectSelfIndex&affect_id=44
45,2022-10-01,쌍둥이 육아를 위한 리모델링과 덕후 부부의 컬렉션   ,아기가 있는 집,아파트,45,모던,"주방리모델링, 조명시공, 중문, 가벽&파티션",리모델링,전문가,4000,6431,89,27,20,https://ohou.se/projects/123997/detail?affect_type=ProjectSelfIndex&affect_id=45
46,2022-10-01,차분한 월넛에 미드센츄리 소품을 더한 반셀프 신혼집,신혼부부,아파트,35,내추럴,0,리모델링,반셀프,3000,43058,1467,364,59,https://ohou.se/projects/102064/detail?affect_type=ProjectSelfIndex&affect_id=46
47,2022-10-01,다양한 색감으로 채운 15평 집에서 복닥복닥 살아가기,아기가 있는 집,아파트,25,유니크&믹스매치,"주방리모델링, 조명시공, 중문, 가벽&파티션, 슬라이딩도어, 발코니확장",리모델링,전문가,4500,61385,1789,668,186,https://ohou.se/projects/99709/detail?affect_type=ProjectSelfIndex&affect_id=47
48,2022-10-01,차분한 톤으로 홈스타일링 한 디자이너의 30평대 신혼집,신혼부부,아파트,35,0,"조명시공, 발코니확장",홈스타일링,셀프•DIY,0,21365,536,106,28,https://ohou.se/projects/126374/detail?affect_type=ProjectSelfIndex&affect_id=48
49,2022-10-01,한국 생활 2년차 미국인의 5평짜리 K-원룸 적응기😎,싱글라이프,원룸&오피스텔,5,내추럴,0,홈스타일링,셀프•DIY,0,14028,303,118,19,https://ohou.se/projects/125198/detail?affect_type=ProjectSelfIndex&affect_id=49
50,2022-10-01,"노는 게 제일 좋은 직장인, 나의 놀이터 나만의 방",부모님과 함께 사는 집,기타,5,0,0,홈스타일링,셀프•DIY,0,9413,363,73,9,https://ohou.se/projects/125134/detail?affect_type=ProjectSelfIndex&affect_id=50
51,2022-10-01,군더더기 없이 심플하지만 따뜻한 분위기의 내추럴 하우스,취학 자녀가 있는 집,아파트,35,내추럴,0,부분공사,전문가,0,50988,1330,384,99,https://ohou.se/projects/106467/detail?affect_type=ProjectSelfIndex&affect_id=51
52,2022-10-01,컬러플레이를 사랑하는 광고인 부부의 영감 넘치는 신혼집,신혼부부,아파트,35,모던,"주방리모델링, 조명시공, 중문, 슬라이딩도어, 아트월",리모델링,전문가,6000,26297,667,167,72,https://ohou.se/projects/102194/detail?affect_type=ProjectSelfIndex&affect_id=52
53,2022-10-01,확장하지 않아도 괜찮아! 햇살 가득 화이트톤 구축 ,신혼부부,아파트,25,내추럴,0,리모델링,전문가,2000,17094,386,138,42,https://ohou.se/projects/124375/detail?affect_type=ProjectSelfIndex&affect_id=53
54,2022-10-01,"초록색이 곳곳에, 편안한 휴식을 누리는 직장인의 투룸",싱글라이프,빌라&연립,15,0,0,홈스타일링,셀프•DIY,0,7963,194,37,5,https://ohou.se/projects/124510/detail?affect_type=ProjectSelfIndex&affect_id=54
55,2022-10-01,"노후 주택 리모델링, 화이트&우드 로망 실현 대성공!",취학 자녀가 있는 집,단독주택,75,내추럴,0,리모델링,전문가,12000,7354,128,38,11,https://ohou.se/projects/123434/detail?affect_type=ProjectSelfIndex&affect_id=55
56,2022-10-01,아름다운 뷰와 부부의 꿈을 품은 집 (ft.스마트홈),신혼부부,아파트,25,모던,0,홈스타일링,셀프•DIY,0,8605,200,47,19,https://ohou.se/projects/124197/detail?affect_type=ProjectSelfIndex&affect_id=56
57,2022-10-01,"군더더기 없이 깔끔하게, 차분한 톤으로 꾸민 부부의 집",신혼부부,아파트,35,내추럴,0,홈스타일링,셀프•DIY,0,7105,153,42,17,https://ohou.se/projects/124012/detail?affect_type=ProjectSelfIndex&affect_id=57
58,2022-10-01,독특한 구조와 체리 몰딩 조건에도 ‘나다움’을 찾는 법,싱글라이프,빌라&연립,15,0,0,홈스타일링,셀프•DIY,0,5946,143,35,7,https://ohou.se/projects/124207/detail?affect_type=ProjectSelfIndex&affect_id=58
59,2022-10-01,묵직한 블랙과 통통튀는 옐로우가 만나면- 🖤💛,취학 자녀가 있는 집,아파트,35,모던,0,홈스타일링,셀프•DIY,0,10169,157,45,14,https://ohou.se/projects/126037/detail?affect_type=ProjectSelfIndex&affect_id=59
60,2022-10-01,"신혼집 홈스타일링, 베이지&브라운톤으로 모던하게",신혼부부,아파트,35,모던,0,홈스타일링,셀프•DIY,0,9074,234,40,13,https://ohou.se/projects/124817/detail?affect_type=ProjectSelfIndex&affect_id=60
61,2022-10-01,"베란다만 6개? 바라던 창 많은 집, 30평대 리모델링",신혼부부,아파트,35,모던,"주방리모델링, 조명시공, 중문, 아트월, 발코니확장",리모델링,전문가,4000,4065,67,32,28,https://ohou.se/projects/120331/detail?affect_type=ProjectSelfIndex&affect_id=61
62,2022-10-01,"눈높이는 낮추고, 구조도 바꾸고! 동식물과 함께하는 방",부모님과 함께 사는 집,기타,55,내추럴,0,홈스타일링,셀프•DIY,0,5672,252,53,4,https://ohou.se/projects/117749/detail?affect_type=ProjectSelfIndex&affect_id=62
63,2022-10-01,평온재| 비우고 아끼며 몸과 마음의 에너지를 얻는 곳,신혼부부,아파트,55,한국&아시아,0,홈스타일링,셀프•DIY,0,14252,255,91,20,https://ohou.se/projects/123530/detail?affect_type=ProjectSelfIndex&affect_id=63
64,2022-10-01,"이리저리 바꿔가며, 갇히지 않고 꾸미는 14평 집",싱글라이프,빌라&연립,15,0,0,홈스타일링,셀프•DIY,0,9789,246,44,12,https://ohou.se/projects/123124/detail?affect_type=ProjectSelfIndex&affect_id=64
65,2022-10-01,"최소한의 시공으로 만든, 편안한 24평 구축 리모델링",신혼부부,아파트,25,0,"주방리모델링, 중문",홈스타일링,반셀프,2500,9455,171,44,9,https://ohou.se/projects/120973/detail?affect_type=ProjectSelfIndex&affect_id=65
66,2022-10-01,자연을 갤러리 삼아 계절을 오롯이 누리는 앤틱 하우스,취학 자녀가 있는 집,아파트,45,클래식&앤틱,0,홈스타일링,반셀프,0,11596,168,48,52,https://ohou.se/projects/124586/detail?affect_type=ProjectSelfIndex&affect_id=66
67,2022-09-24,"세 가족이 사는 아늑 하우스, 소탈하지만 사랑스럽게",아기가 있는 집,아파트,25,내추럴,0,홈스타일링,셀프•DIY,0,22791,592,166,44,https://ohou.se/projects/125619/detail?affect_type=ProjectSelfIndex&affect_id=67
68,2022-09-24,빈티지 오브제로 더 특별하게- 나만의 전시장 같은 방,싱글라이프,아파트,15,빈티지&레트로,0,홈스타일링,셀프•DIY,0,7040,426,92,25,https://ohou.se/projects/125617/detail?affect_type=ProjectSelfIndex&affect_id=68
69,2022-09-24,꿈이 가득한 여행지처럼! 공간마다 테마가 있는 신혼집,신혼부부,아파트,15,내추럴,0,리모델링,반셀프,2400,10992,215,67,30,https://ohou.se/projects/125409/detail?affect_type=ProjectSelfIndex&affect_id=69
70,2022-09-24,베이지톤 아트월을 살려서- 화이트 신혼집 인테리어,신혼부부,아파트,25,내추럴,0,홈스타일링,셀프•DIY,1000,17689,470,140,30,https://ohou.se/projects/124969/detail?affect_type=ProjectSelfIndex&affect_id=70
71,2022-09-24,숨은 평수 발견⛏️ 벽을 내어주고 얻은 개방감😀 ,기타,아파트,25,북유럽,"포세린타일, 주방리모델링, 조명시공, 가벽&파티션",리모델링,전문가,0,6687,227,27,13,https://ohou.se/projects/67738/detail?affect_type=ProjectSelfIndex&affect_id=71
72,2022-09-24,"9년 간 살던 체리몰딩 구축, 화이트 모던홈으로 재탄생",아기가 있는 집,아파트,35,모던,0,리모델링,전문가,0,20908,412,149,75,https://ohou.se/projects/123410/detail?affect_type=ProjectSelfIndex&affect_id=72
73,2022-09-24,"물건으로 무성한 숲을 이루다, 디자이너의 8평 원룸",싱글라이프,원룸&오피스텔,5,내추럴,0,홈스타일링,셀프•DIY,0,16354,909,283,43,https://ohou.se/projects/124326/detail?affect_type=ProjectSelfIndex&affect_id=73
74,2022-09-24,"유니크한 편집숍st 집에서, 다채로운 다묘&신혼 라이프",신혼부부,아파트,35,유니크&믹스매치,0,리모델링,반셀프,0,20247,413,133,39,https://ohou.se/projects/125850/detail?affect_type=ProjectSelfIndex&affect_id=74
75,2022-09-24,깨끗한 화이트에 따뜻한 색감을 더해 만든 러블리 신혼집,신혼부부,아파트,25,모던,0,리모델링,전문가,3500,23249,490,155,47,https://ohou.se/projects/123433/detail?affect_type=ProjectSelfIndex&affect_id=75
76,2022-09-24,꼼꼼 시공으로 환해졌어요! 산뜻한 올화이트 신혼집,신혼부부,아파트,15,모던,"주방리모델링, 조명시공, 중문, 발코니확장",리모델링,전문가,6500,11911,381,92,72,https://ohou.se/projects/123962/detail?affect_type=ProjectSelfIndex&affect_id=76
77,2022-09-24,"이 세상 모든 취미, 집에서 재미있게 즐길 수 있도록",싱글라이프,원룸&오피스텔,5,내추럴,0,홈스타일링,셀프•DIY,0,13713,435,85,16,https://ohou.se/projects/124199/detail?affect_type=ProjectSelfIndex&affect_id=77
78,2022-09-24,두터운 면과 예리한 선이 공존하는 자연스러운 신혼집,신혼부부,빌라&연립,25,모던,0,홈스타일링,셀프•DIY,0,21544,774,187,73,https://ohou.se/projects/123664/detail?affect_type=ProjectSelfIndex&affect_id=78
79,2022-09-24,세 가족의 따뜻한 시선으로 점점 예쁘게 채워지는 집,취학 자녀가 있는 집,아파트,35,내추럴,"주방리모델링, 조명시공, 중문, 가벽&파티션, 발코니확장",리모델링,전문가,4000,9388,183,48,48,https://ohou.se/projects/123079/detail?affect_type=ProjectSelfIndex&affect_id=79
80,2022-09-24,"엄청난 양의 주방용품, 기다란 ㄱ주방으로 알차게 수납!",아기가 있는 집,아파트,35,모던,"주방리모델링, 조명시공, 중문, 슬라이딩도어, 발코니확장",리모델링,전문가,6000,14229,379,90,71,https://ohou.se/projects/120847/detail?affect_type=ProjectSelfIndex&affect_id=80
81,2022-09-24,차분하고 점잖은 인테리어에서 예측불허 펑크 스타일까지!,기타,아파트,25,유니크&믹스매치,"원목마루, 주방리모델링, 조명시공, 슬라이딩도어",리모델링,전문가,0,5980,123,27,11,https://ohou.se/projects/66820/detail?affect_type=ProjectSelfIndex&affect_id=81
82,2022-09-24,"이사 후 꽃 핀 인테리어 욕심, 3평 방에 꾹꾹 담아요",부모님과 함께 사는 집,기타,5,유니크&믹스매치,0,홈스타일링,셀프•DIY,0,10963,194,41,20,https://ohou.se/projects/124202/detail?affect_type=ProjectSelfIndex&affect_id=82
83,2022-09-24,심심한 스타일링은 No! 과즙미 톡톡 터지는 컬러 매치,신혼부부,아파트,35,모던,"주방리모델링, 조명시공, 폴딩도어, 중문",홈스타일링,전문가,3500,16617,444,125,36,https://ohou.se/projects/123684/detail?affect_type=ProjectSelfIndex&affect_id=83
84,2022-09-24,백색의 도화지 같은 5평 방에 천천히 삶을 녹여내는 중,싱글라이프,원룸&오피스텔,5,모던,0,부분공사,전문가,0,21502,778,123,67,https://ohou.se/projects/124373/detail?affect_type=ProjectSelfIndex&affect_id=84
85,2022-09-24,"특별함은 없을지라도, 심플하게 정리 된 33평 신혼집",신혼부부,아파트,35,모던,"주방리모델링, 조명시공, 중문",리모델링,전문가,5000,19475,331,101,34,https://ohou.se/projects/124204/detail?affect_type=ProjectSelfIndex&affect_id=85
86,2022-09-24,미니멀 바탕에 취향을 얹어서- 스튜디오 같은 모던홈,아기가 있는 집,아파트,35,모던,"주방리모델링, 조명시공, 중문, 아트월",리모델링,전문가,0,17881,736,141,44,https://ohou.se/projects/116918/detail?affect_type=ProjectSelfIndex&affect_id=86
87,2022-09-24,"체리몰딩, 피할 수 없다면 원목 가구로 예쁘게 가려요",신혼부부,아파트,25,내추럴,0,홈스타일링,셀프•DIY,0,6177,90,35,38,https://ohou.se/projects/124205/detail?affect_type=ProjectSelfIndex&affect_id=87
88,2022-09-24,"대리석을 우아하게 살린 집에서, 엘레강스한 싱글라이프 ",싱글라이프,아파트,65,클래식&앤틱,0,리모델링,반셀프,0,9006,169,50,13,https://ohou.se/projects/123683/detail?affect_type=ProjectSelfIndex&affect_id=88
89,2022-09-24,"30년 된 구축, 시선 가는 곳마다 예쁜 신혼집으로!",신혼부부,아파트,25,모던,0,리모델링,전문가,0,11066,200,71,56,https://ohou.se/projects/123658/detail?affect_type=ProjectSelfIndex&affect_id=89
90,2022-09-24,라이프스타일과 취향을 담아 리모델링한 20평대 아파트,싱글라이프,아파트,25,모던,"주방리모델링, 조명시공, 발코니확장",리모델링,전문가,4500,16412,518,130,33,https://ohou.se/projects/123107/detail?affect_type=ProjectSelfIndex&affect_id=90
91,2022-09-24,탐나는 포인트가 가득! 매력이 넘치는 숲속의 집,신혼부부,아파트,35,모던,0,리모델링,전문가,0,30902,1269,364,92,https://ohou.se/projects/123100/detail?affect_type=ProjectSelfIndex&affect_id=91
92,2022-09-24,"어두운 신축 자재톤, 딥네이비와 옐로우로 밸런스 맞추기",신혼부부,아파트,35,모던,0,홈스타일링,셀프•DIY,0,8830,151,40,23,https://ohou.se/projects/123066/detail?affect_type=ProjectSelfIndex&affect_id=92
93,2022-09-24,백색 도자기처럼 깨끗하게 정돈된 미니멀 감성 하우스,기타,아파트,25,모던,"주방리모델링, 조명시공, 슬라이딩도어",홈스타일링,전문가,4000,11955,226,59,50,https://ohou.se/projects/123057/detail?affect_type=ProjectSelfIndex&affect_id=93
94,2022-09-24,"부부의 미니멀 홈, 세 가족의 스토리가 담긴 집으로- ",아기가 있는 집,아파트,35,내추럴,"주방리모델링, 조명시공",리모델링,반셀프,5200,15450,392,69,13,https://ohou.se/projects/120646/detail?affect_type=ProjectSelfIndex&affect_id=94
95,2022-09-24,와인바? 스튜디오? 이국적인 2층집에서 모두 가능해😎,신혼부부,빌라&연립,25,유니크&믹스매치,"주방리모델링, 조명시공, 중문, 가벽&파티션, 슬라이딩도어",리모델링,전문가,7500,12650,277,86,42,https://ohou.se/projects/124176/detail?affect_type=ProjectSelfIndex&affect_id=95
96,2022-09-24,"전형적인 24평 구축, 싱글라이프를 위한 모던홈으로",싱글라이프,아파트,25,모던,0,리모델링,반셀프,4000,21781,922,241,27,https://ohou.se/projects/123654/detail?affect_type=ProjectSelfIndex&affect_id=96
97,2022-09-24,"소박하지만 아늑하게, 햇살이 비추는 34평 아파트",취학 자녀가 있는 집,아파트,35,내추럴,0,부분공사,반셀프,0,13156,193,52,18,https://ohou.se/projects/122674/detail?affect_type=ProjectSelfIndex&affect_id=97
98,2022-09-24,글라스 폴딩도어로 개방감을 더한 20평대 신혼집,신혼부부,아파트,25,모던,"주방리모델링, 조명시공, 폴딩도어",리모델링,반셀프,3500,21749,445,129,68,https://ohou.se/projects/121813/detail?affect_type=ProjectSelfIndex&affect_id=98
99,2022-09-24,놀라운 비포애프터! 화이트&베이지로 꾸민 구축아파트,신혼부부,아파트,25,모던,"주방리모델링, 조명시공, 중문, 가벽&파티션",리모델링,셀프•DIY,3800,16343,277,51,28,https://ohou.se/projects/121858/detail?affect_type=ProjectSelfIndex&affect_id=99
100,2022-09-24,구조와 스타일링이 다채롭게 바뀌는 1.5룸 라이프,싱글라이프,원룸&오피스텔,5,빈티지&레트로,0,홈스타일링,셀프•DIY,0,24232,1198,214,63,https://ohou.se/projects/123059/detail?affect_type=ProjectSelfIndex&affect_id=100
101,2022-09-24,"나만의 첫 공간, 귀염뽀짝 소품과 옐로우로 아기자기하게",싱글라이프,원룸&오피스텔,15,유니크&믹스매치,0,홈스타일링,셀프•DIY,300,10845,316,66,14,https://ohou.se/projects/121774/detail?affect_type=ProjectSelfIndex&affect_id=101
